3679
210
184
3498
3611
3441
3509
3182
3530
3515
216
2822
2740
2846
3000
3007
3230
2063
2620
2377
172
2121
2012
2086
1941
2633
2357
193797
2148
1730
2234
2022
1690
184
1739
1744
1532
1315
1309
1139
1102
1060
1140
1182
191
