4529
236
226
5608
4277
3835
3422
4093
3047
3239
2801
199
2611
2651
2621
3109
2256
2207
2362
2617
2448
172
2145
2076
2325
2328
1996
166
1712
1847
1713
2227
1708
1346
1296
1175
1259
1106
1041
1010
1078
976
